id,success,tokenNum,teamSize,country,categories,overallrating,offered_ownership,enddate,startdate,tokenName,tokenPrice,tokenType,platform,acceptingCurrency,softcap,hardcap,whitepaper,video,socialMedia
128,1,,24,UK,"Business services,Cryptocurrency",2.9,,"Tuesday, 26 December, 2017","Tuesday, 28 November, 2017",BEN,1 BEN = 1 USD,ERC20,,,0,0,1,1,0
129,0,80,8,UK,"Platform,Cryptocurrency,Investment,Infrastructure,Real estate",2.4,,"Sunday, 25 February, 2018","Monday, 25 December, 2017",AIM,1 ETH = 600-800 AIM,ERC20,,"BTC, ETH",0,1,1,1,0
130,1,,4,USA,Cryptocurrency,4.3,,"Sunday, 11 June, 2017","Monday, 26 June, 2017",EOS,,ERC20,Ethereum,ETH,0,0,1,1,0
131,1,8550000000,9,Singapore,Cryptocurrency,2.4,0.95,"Tuesday, 6 March, 2018","Sunday, 4 February, 2018",Dinerocoin,1 DNC = 0.85 USD,ERC20,Ethereum,"BTC, ETH",0,1,1,1,0
132,0,72000000,12,UK,"Platform,Software,Communication,Infrastructure",3,0.6,"Thursday, 15 March, 2018","Friday, 16 February, 2018",CUB,1 CUB = 0.001 ETH,ERC20,Ethereum,,0,0,1,1,3
133,1,120000000,31,Slovenia,Entertainment,4.3,,"Tuesday, 5 September, 2017","Tuesday, 5 September, 2017",VIB,1 VIB = 0.1 USD,,Ethereum,ETH,1,1,1,1,3
134,0,0,8,UK,"Business services,Software",2,,"Saturday, 31 March, 2018","Friday, 9 March, 2018",GUT,1 GUT = 0.005 ETH,ERC20,Ethereum,ETH,0,0,1,0,0
135,1,3000000,22,Russia,"Software,Platform",3.3,0.75,"Friday, 8 December, 2017","Wednesday, 8 November, 2017",PMT,1 PMT = 0.12-0.2 USD,ERC20,Ethereum,"BTC, ETH, ETC, LTC, DASH",0,0,1,1,0
136,0,245000000,6,Lithuania,Platform,2.2,0.7,"Tuesday, 5 June, 2018","Friday, 6 April, 2018",SQoin,"1 ETH = 10,000 SQoin",ERC20,Ethereum,ETH,0,1,1,1,0
137,1,,12,Singapore,"Platform,Retail",2.9,0.3,"Monday, 12 March, 2018","Monday, 27 November, 2017",,1 USD = 100-166.7 CPT,ERC20,Ethereum,ETH,0,0,1,1,1
138,0,0,10,Switzerland,"Cryptocurrency,Platform",2.3,,"Friday, 30 March, 2018","Monday, 26 February, 2018",SPC,1 SPC = 2.00 USD,ERC20,Ethereum,,0,0,1,1,0
139,0,0,12,UK,Charity,1.4,,"Wednesday, 25 April, 2018","Thursday, 15 February, 2018",VLC,1 VLC = 0.09 USD,,,"ETH, BTC",0,0,0,1,0
140,0,22000,10,Russia,"Investment,Platform,Infrastructure",2.9,0.88,"Sunday, 31 December, 2017","Friday, 1 December, 2017",ODMC,1 ODMCoin = 66 - 78.8 USD,,Ethereum,"BTC, ETH, WAVES",1,1,1,1,0
141,0,800000000,3,USA,Internet,2.1,0.8,"Thursday, 29 March, 2018","Sunday, 4 March, 2018",PMO,"100,000 PMO = 1 ETH",ERC20,Ethereum,ETH,0,1,1,1,0
142,0,65000000,10,Malaysia,Real estate,2.4,0.65,"Tuesday, 31 October, 2017","Sunday, 1 October, 2017",HOME,1 HOME = 1 USD,,Waves,"BTC, DASH, DOGE, ETH, ETC, LTC, XMR, XRP, WAVES, Various",0,1,1,1,0
143,1,400000000,20,Switzerland,"Banking,Business services,Smart Contract",2.4,0.4,"Saturday, 2 June, 2018","Tuesday, 1 May, 2018",TMT,1 TMT = 0.055 USD,ERC20,Ethereum,"ETH, ADA, BTC",0,1,1,0,0
144,0,680001200,0,Vietnam,Business services,1.8,0.49,"Friday, 25 May, 2018","Saturday, 25 November, 2017",HUB,5200 HUB = 1 ETH,ERC20,Ethereum,ETH,1,1,1,0,0
145,1,14000000,9,Laos,"Retail,Manufacturing",3.2,,"Wednesday, 28 February, 2018","Wednesday, 29 November, 2017",BCO,1 BCO = 0.7 USD,ERC20,Ethereum,"ETH, BTC",0,0,1,1,0
146,0,0,2,Georgia,"Business services,Platform",1.9,,"Friday, 15 September, 2017","Tuesday, 15 August, 2017",EQUI,1 EQUI = 0.000037 BTC,,,,0,0,1,1,0
147,0,250000000,21,Singapore,Big Data,3.1,0.5,"Friday, 23 March, 2018","Friday, 23 February, 2018",SS,1SS = 0.0446 USD,ERC20,Ethereum,ETH,0,0,1,0,2
148,1,1500000000,16,UK,"Cryptocurrency,Entertainment",3.7,,"Tuesday, 10 April, 2018","Tuesday, 20 March, 2018",FORCE,"1 ETH = 6,000 FORCE",ERC20,Ethereum,ETH,1,1,1,1,0
149,1,5100000000,13,China,"Big Data,Platform,Artificial Intelligence,Smart Contract",3.7,0.51,"Monday, 15 January, 2018","Monday, 15 January, 2018",TKY,1 NEO = 4656 TKY,NEP-5,NEO,NEO,0,1,1,1,0
150,1,,21,Australia,"Cryptocurrency,Platform,Communication,Media,Retail,Big Data,Electronics,Other",4.2,0.5,"Friday, 23 March, 2018","Thursday, 22 February, 2018",SHPING,1 SHPING = 0.01 USD,ERC20,Ethereum,"BTC, ETH, ETC, LTC, DASH, ZEC, Fiat",0,0,1,1,0
151,0,100000000,6,Canada,Cryptocurrency,2.6,,"Wednesday, 28 February, 2018","Monday, 15 January, 2018",GTT,1 GTT = 0.20 USD + 10-50% bonus,,Ethereum,"BTC, ETH, LTC, BCH, DASH",1,1,1,1,0
152,0,1782692307,24,Germany,"Platform,Retail,Business services,Internet",3.3,,"Wednesday, 28 February, 2018","Wednesday, 31 January, 2018",WYS,1 ETH = 13941 WYS,ERC20,Ethereum,ETH,0,1,1,1,0
153,1,36900000,8,Netherlands,"Platform,Software,Entertainment,Media",3.5,0.41,"Friday, 15 December, 2017","Wednesday, 15 November, 2017",GET,1 GET = 0.001524832994 - 0.001778971827 ETH,ERC20,Ethereum,ETH,1,1,1,0,3
154,1,,13,USA,"Platform,Internet,Business services,Software",2.9,0.5,"Tuesday, 19 December, 2017","Wednesday, 18 October, 2017",MAT,1 MAT = 0.01 ETH,ERC20,Ethereum,ETH,1,1,1,1,0
155,1,350000000,15,USA,Media,4.1,,"Saturday, 14 April, 2018","Wednesday, 14 March, 2018",CRNC,1 CRNC = 0.24 USD,ERC20,Ethereum,,1,1,1,1,0
156,0,42000000,12,Luxembourg,"Cryptocurrency,Investment,Software,Banking,Internet",2.3,0.7,"Sunday, 10 June, 2018","Wednesday, 2 May, 2018",USH,1 USH = 0.70 EUR,ERC20,Ethereum,"ETH, BTC, Fiat",0,1,1,0,0
157,0,0,7,Russia,"Platform,Media",2.8,,"Thursday, 1 March, 2018","Thursday, 1 February, 2018",NEWS,"1 BTC = 264,340 NEWS",,Waves,,1,1,1,0,3
158,0,6000000000,3,USA,"Platform,Smart Contract",2.1,1,"Saturday, 31 March, 2018","Thursday, 1 March, 2018",PNG,"1 ETH = 1,000,000 PNG",ERC20,Ethereum,ETH,0,1,1,1,0
159,1,400000000,40,Gibraltar,Real estate,4,0.7,"Wednesday, 28 February, 2018","Tuesday, 5 December, 2017",BERRY,"1 ETH = 2,500 BERRY",ERC20,Ethereum,"ETH, BTC",1,1,1,1,3
160,1,425000000,18,Brazil,"Business services,Cryptocurrency,Investment,Platform",4.3,0.85,"Thursday, 31 May, 2018","Tuesday, 1 May, 2018",NIC,"1 ETH = 30,310 NIC",ERC20,Ethereum,ETH,1,1,1,1,0
161,1,9,14,Singapore,"Art,Entertainment,Media",3.2,0.3,"Sunday, 15 April, 2018","Sunday, 1 April, 2018",PIB,1 PIB = 0.000005 ETH,ERC20,Ethereum,ETH,0,1,1,1,3
162,0,54600000,19,Canada,Entertainment,3.4,0.65,"Saturday, 14 October, 2017","Wednesday, 13 September, 2017",EVC,1 EVC = 0.25 USD,ERC20,Ethereum,ETH,0,0,1,1,3
163,0,0,4,Sweden,Cryptocurrency,1.7,0.75,"Monday, 14 May, 2018","Saturday, 10 March, 2018",MNX,1 MNX = 0.15 USD,ERC20,Ethereum,ETH,1,1,1,0,0
164,1,,57,USA,"Cryptocurrency,Business services,Software,Internet,Media",3.5,,"Monday, 6 November, 2017","Thursday, 5 October, 2017",1WO,1 1WO = 1.0 - 1.2 USD,ERC20,Ethereum,"BTC, LTC, DASH, ETC, ETH, XMR, ZEC, Fiat",1,0,1,1,3
165,1,55000000,19,UK,"Internet,Infrastructure,Communication,Business services,Platform,Smart Contract,Software",4.6,0.55,"Monday, 4 June, 2018","Wednesday, 28 March, 2018",ECOM,1 ECOM = 0.46 USD,ERC20,Hyperledger,"ETH, BTC, WIRE",1,1,1,1,3
166,0,100000000,8,Germany,"Internet,Platform,Communication,Media",2.4,0.6,"Friday, 15 December, 2017","Wednesday, 15 November, 2017",CAC,1 ETH = 100 CAC; 1 BTC = 1500 CAC,,Ethereum,"ETH, BTC",1,0,1,0,0
167,1,12500000,18,Gibraltar,"Platform,Cryptocurrency,Retail,Media,Entertainment,Investment",3,,"Sunday, 17 December, 2017","Friday, 17 November, 2017",CLOUT,1 CLOUT = 2.50 USD,ERC223,Ethereum,"BTC, ETH",0,1,1,1,0
168,1,18,4,Singapore,Cryptocurrency,3.4,0.8,"Friday, 20 October, 2017","Tuesday, 10 October, 2017",QVT,1 ETH = 1000 QVT,ERC20,Ethereum,ETH,0,1,1,1,0
169,1,3000000000,17,USA,"Business services,Tourism",2.6,0.33,"Wednesday, 30 May, 2018","Thursday, 1 March, 2018",NOCT,183000 NOCT = 1 ETH,ERC20,Ethereum,ETH,1,1,1,1,0
170,1,570500000,32,Slovenia,"Artificial Intelligence,Energy,Infrastructure",4.1,0.7,"Monday, 30 April, 2018","Wednesday, 21 March, 2018",ROX/ROX,0.05 USD = 1 ROX,ERC20,Ethereum,ETH,1,1,1,1,0
171,1,110000000,18,Indonesia,"Cryptocurrency,Infrastructure,Investment,Platform",3.4,,"Monday, 5 February, 2018","Monday, 15 January, 2018",TEN,"40,000 TEN = 1 BTC",ERC20,Ethereum,"BTC, ETH",0,0,1,1,0
172,1,2.40E+11,25,Netherlands,Health,3.7,0.03,"Wednesday, 1 November, 2017","Sunday, 1 October, 2017",DCN,1 DCN = 0.00011723 USD,ERC20,Ethereum,ETH,0,1,1,1,0
173,1,395000000,17,France,"Banking,Artificial Intelligence,Big Data,Business services,Communication,Education,Energy,Entertainment,Health,Infrastructure,Internet,Media,Platform,Software",3.6,0.09,"Sunday, 15 April, 2018","Monday, 19 March, 2018",NCC,1 NCC = 0.1 EUR,ERC20,Neurochain,"BTC, ETH",1,1,1,1,0
174,1,,7,USA,Software,2.8,,"Tuesday, 18 July, 2017","Thursday, 1 June, 2017",DNA,,,,,0,0,0,1,3
175,0,85000000,6,UK,Cryptocurrency,2.6,0.85,"Tuesday, 29 May, 2018","Sunday, 15 April, 2018",EXB,1 EXB = 0.5 USD,ERC20,Ethereum,"ETH, BTC, Fiat",1,1,1,1,0
176,1,,10,Hong Kong,"Smart Contract,Cryptocurrency",2.5,0.92,"Tuesday, 20 March, 2018","Saturday, 10 March, 2018",CNET,1 ETH = 1000 CNET,CNET,CNET,"ETH, BTC",1,1,1,0,0
177,1,,7,USA,Energy,3,,"Thursday, 15 March, 2018","Thursday, 8 February, 2018",KWH,1 KWH = 0.000375 ETH,,Ethereum,,0,0,1,1,3
178,0,0,7,UK,Banking,2.9,,"Sunday, 10 December, 2017","Tuesday, 14 November, 2017",MNZ,"15,000 MNZ = 1 BTC",,,BTC,1,1,1,1,2
179,0,150000000,11,UK,Business services,2.5,0.6,"Thursday, 31 May, 2018","Monday, 2 April, 2018",,1 BTF = 0.00005,Ethereum,Ethereum,"ETH, BTC, LTC",1,1,1,1,0
180,1,100000000,0,Cayman Islands,"Smart Contract,Platform,Casino & Gambling",3.7,0.8,"Wednesday, 17 January, 2018","Wednesday, 10 January, 2018",HORSE,1 HORSE = 0.00004 ETH,ERC20,Ethereum,ETH,1,1,1,1,0
181,1,14250000,8,Switzerland,"Energy,Investment",3.8,0.79,"Thursday, 31 May, 2018","Thursday, 1 February, 2018",STT,1 STT = 1 USD,,Ethereum,"ETH, BTC, Fiat",1,1,1,1,3
182,1,2200000,0,Dubai,Tourism,1.4,,"Friday, 20 April, 2018","Sunday, 25 February, 2018",THAI,1 THAI = 0.35 - 0.70 USD,,,"ETH, BTC",0,0,1,0,0
183,1,650000000,13,UK,Internet,3.4,0.65,"Monday, 9 April, 2018","Monday, 12 February, 2018",SAT,1 SAT = 0.14 USD,ERC20,Ethereum,"ETH, BTC, LTC,Fiat",1,1,1,1,0
184,1,124500000,10,Switzerland,"Cryptocurrency,Software,Investment,Infrastructure,Manufacturing,Energy",3,0.85,"Sunday, 14 January, 2018","Friday, 15 December, 2017",EVN,1 EVN = 0.7 - 1 USD,ERC20,Ethereum,"ETH, BTC, Fiat",0,0,1,1,0
185,0,50000000,2,Germany,"Platform,Cryptocurrency,Investment",2.3,0.5,"Friday, 6 April, 2018","Thursday, 15 February, 2018",TLT,,ERC20,Ethereum,,0,1,1,0,3
186,0,70000000,10,Austria,"Entertainment,Media",2.1,,"Wednesday, 11 April, 2018","Thursday, 1 March, 2018",AKT,1 ETH = 550 - 700 AKT,ERC20,Ethereum,ETH,0,0,1,0,0
187,1,150000000,20,USA,Real estate,4,0.3,"Tuesday, 13 February, 2018","Wednesday, 31 January, 2018",BEE,1 BEE = 0.14 USD,,Ethereum,ETH,1,1,1,0,0
188,1,,5,Hong Kong,"Business services,Platform,Communication",2.1,,"Sunday, 31 December, 2017","Friday, 17 November, 2017",MND,1 MND = 0.5 USD,,Ethereum,ETH,0,1,1,1,0
189,0,100000000,11,Mexico,"Entertainment,Platform,Other",3,,"Tuesday, 21 November, 2017","Tuesday, 24 October, 2017",DMT,"1 ETH = 2,000 DMT + 20% MTT",ERC20,Ethereum,ETH,1,1,1,1,0
190,1,,5,Netherlands,"Cryptocurrency,Retail",2.1,0.9,"Saturday, 10 February, 2018","Saturday, 3 February, 2018",QRT,1 QRT = 0.10 EUR,NTP-1,Neblio,,0,1,1,0,0
191,0,20000000,5,Canada,Investment,2,0.4,"Thursday, 31 August, 2017","Tuesday, 1 August, 2017",VISTA,350 VISTA = 1 ETH,ERC20,Ethereum,ETH,0,1,1,0,0
192,0,0,5,Bulgaria,Cryptocurrency,2.1,0.75,"Tuesday, 20 March, 2018","Wednesday, 28 February, 2018",TBT,"120,000 TBT = 1 ETH",ERC20,Ethereum,ETH,0,0,1,0,0
193,1,,17,USA,"Software,Platform,Business services,Virtual Reality",3.8,0.7,"Thursday, 22 March, 2018","Thursday, 22 February, 2018",CAPP,1 CAPP = 0.15 USD,ERC20,Ethereum,"BTC, ETH",0,1,1,1,3
194,1,250000000,15,Slovenia,"Platform,Retail,Software",3.8,0.5,"Wednesday, 17 January, 2018","Monday, 15 January, 2018",TRAC,1 TRACE = 0.1 USD,ERC20,Ethereum,ETH,0,1,1,1,3
195,0,55000000,7,USA,Cryptocurrency,2.5,,"Friday, 9 June, 2017","Friday, 9 June, 2017",MTL,1 MTL = 0.18 USD,,Ethereum,ETH,0,0,0,1,3
196,0,5000000,0,Latvia,"Business services,Cryptocurrency,Electronics,Investment,Platform",1.6,0.25,"Monday, 9 April, 2018","Monday, 5 March, 2018",,1 FTC = 1 - 3 EUR,ERC20,Ethereum,ETH,0,0,1,0,0
197,1,500000000,9,Russia,"Cryptocurrency,Platform,Business services,Infrastructure",2.3,0.5,"Monday, 30 April, 2018","Thursday, 1 March, 2018",EKH,1 EKH = 0.0005 ETH,ERC20,ETH,,0,0,1,0,0
198,1,,8,USA,Cryptocurrency,2.9,,"Monday, 4 September, 2017","Monday, 28 August, 2017",DAY,1 ETH = 24 DAY,ERC20,Ethereum,ETH,0,1,1,1,0
199,0,30000000,4,USA,"Business services,Communication,Cryptocurrency,Investment,Platform",1.3,0.5,"Saturday, 31 March, 2018","Friday, 16 February, 2018",SHC,,ERC20,Ethereum,ETH,0,0,1,0,0
200,1,,3,Spain,"Cryptocurrency,Investment,Banking",2,,"Tuesday, 31 October, 2017","Friday, 15 September, 2017",,Determined when the token sale is complete.,ERC223,Ethereum,"BTC, ETH, LTC, DOGE",1,1,1,0,0
201,0,330000000,3,USA,"Business services,Cryptocurrency",2.4,,"Sunday, 10 December, 2017","Friday, 10 November, 2017",VCN,6000 VCN = 1 ETH,MiniMe,Ethereum,ETH,1,1,1,0,0
202,1,53252246,5,UK,Business services,3.1,,"Monday, 24 July, 2017","Monday, 24 July, 2017",PPT,1 PPT = 0.0011 ETH,,Ethereum,,0,1,1,0,0
203,0,150000,4,Japan,"Platform,Cryptocurrency",1.9,0.5,"Friday, 10 November, 2017","Friday, 27 October, 2017",SMS,1 SMS = 0.8 ETH,,Ethereum,,0,1,1,0,0
204,1,,25,Singapore,"Platform,Entertainment,Media",3,,"Wednesday, 24 January, 2018","Monday, 15 January, 2018",SOCX,1 SOCX  = 0.00015 ETH,ERC20,Ethereum,"ETH, ZEN",1,1,1,1,0
205,0,65000000,1,UK,"Other,Investment,Cryptocurrency,Platform",1.7,0.65,"Monday, 30 April, 2018","Monday, 19 March, 2018",SWX,1 SWX = 0.1 USD,ERC20,Ethereum,"ETH, BTC",0,0,1,0,0
206,0,50000000,6,India,"Business services,Investment,Platform",2.8,,"Wednesday, 20 December, 2017","Monday, 20 November, 2017",SISA,1 ETH =  1785-2231.25 SISA,ERC20,Ethereum,ETH,0,0,1,1,0
207,1,300000000,12,Hong Kong,"Entertainment,Infrastructure,Media",4.6,0.3,"Thursday, 14 December, 2017","Thursday, 14 December, 2017",GIFTO,1 GIFTO = 0.1 USD,ERC20,Ethereum,ETH,0,1,1,1,3
208,0,60000000,7,USA,"Software,Business services,Platform",2.5,0.3,"Monday, 14 May, 2018","Sunday, 22 October, 2017",CTT,730 CTT = 1 ETH,ERC20,Ethereum,ETH,0,0,1,0,0
209,1,87000000,10,France,Platform,3.1,,"Wednesday, 19 April, 2017","Wednesday, 19 April, 2017",RLC,1 BTC = 5000 RLC,,,"BTC, ETH",0,0,1,1,2
210,0,2700000,3,india,Cryptocurrency,1.5,0.15,"Saturday, 31 March, 2018","Monday, 5 March, 2018",XVL,1 XVL=1 USD,,,,0,0,1,1,0
211,0,10500000,5,UK,"Business services,Platform",2.4,0.14,"Sunday, 22 April, 2018","Thursday, 22 February, 2018",SAAS,1 SAAS = 0.5 USD,Utility-token,CryptoNote-based Blockchain,"BTC, ETH, LTC, XMR,Fiat",1,1,1,0,0
212,1,165000000,18,Gibraltar,"Platform,Investment,Education",3.2,0.07,"Monday, 15 January, 2018","Friday, 24 November, 2017",COV,1 ETH = 520-800 COV,ERC20,Ethereum,ETH,1,1,1,1,3
213,1,64000000,14,Lithuania,"Internet,Infrastructure,Platform,Cryptocurrency,Software",3.4,0.64,"Wednesday, 31 January, 2018","Thursday, 7 December, 2017",ING,,,Ethereum,"BTC, ETH, LTC, Fiat",0,0,1,1,0
214,0,130000000,12,Seychelles,Energy,1.8,0.5,"Wednesday, 14 February, 2018","Wednesday, 10 January, 2018",OILSC,385 OILSC = 0.1 ETH,ERC20,Ethereum,ETH,0,0,1,0,0
215,1,,15,Japan,"Banking,Artificial Intelligence,Big Data,Charity,Cryptocurrency,Investment,Platform",3.6,,"Wednesday, 23 May, 2018","Sunday, 25 March, 2018",WPC,1 WPC = 0.27 USD,ERC20,Ethereum,ETH,0,0,1,1,0
216,1,600000000,24,Hong Kong,"Cryptocurrency,Platform,Business services",3.2,0.6,"Thursday, 1 February, 2018","Monday, 18 December, 2017",UST,1 UST = 0.0005 ETH,ERC20,Ethereum,ETH,1,1,1,1,2
217,1,15000000000,8,USA,Investment,3.6,0.5,"Wednesday, 7 March, 2018","Wednesday, 7 February, 2018",,1 DROP = 0.0000036 ETH,ERC20,Ethereum,"ETH, BTC, LTC, BCH, NEO, XMR, ZEC, DASH",1,1,1,1,2
218,1,500000000,13,Saint Kitts and Nevis,"Cryptocurrency,Platform,Smart Contract",4.2,0.5,"Wednesday, 2 May, 2018",,GOC,"16,000 GOC = 1 ETH",ERC20,Ethereum,ETH,1,1,1,0,3
219,1,,7,USA,Media,2.6,,"Wednesday, 20 September, 2017","Friday, 11 August, 2017",ONG,,,Ethereum and Waves,"BTC, ETH, WAVES, Fiat",0,0,1,1,2
220,0,200000000,20,Denmark,"Platform,Software",2.4,,"Saturday, 14 October, 2017","Friday, 6 October, 2017",WYR,1 WYR = 1 USD,ERC20,Ethereum,"ETH, BTC, Fiat",0,0,1,0,0
221,1,31000000,14,Switzerland,Platform,4.2,0.68,"Monday, 30 April, 2018","Monday, 2 April, 2018",QNT,1 ETH = 430 QNT,ERC20,Ethereum,ETH,1,1,1,1,3
222,1,73270000,14,UK,"Platform,Infrastructure",3.7,0.55,"Wednesday, 11 April, 2018","Sunday, 11 March, 2018",ONL,1 ONL = 0.001638 ETH,ERC20,Ethereum,ETH,1,1,1,1,0
223,1,60000000,16,Australia,"Platform,Investment,Cryptocurrency,Software",2.9,0.6,"Tuesday, 26 December, 2017","Sunday, 26 November, 2017",CAN,"1 ETH = 1,000-1,400 CAN",ERC20,Ethereum,ETH,0,1,1,1,0
224,1,40000000,14,Estonia,"Business services,Software",3.7,0.4,"Monday, 5 March, 2018","Monday, 29 January, 2018",DAN,1 DAN = 0.25 EUR,ERC20,Ethereum,ETH,1,1,1,1,2
225,1,,6,USA,"Entertainment,Software",2.8,,"Friday, 28 April, 2017","Wednesday, 26 April, 2017",STRC,1 STRC = 0.0001875 BTC,,,BTC,0,0,1,1,0
226,1,,16,Costa Rica,"Banking,Business services,Cryptocurrency,Internet,Investment,Platform",3.9,0.73,"Thursday, 5 April, 2018","Monday, 5 March, 2018",DTRC,1 DTRC = 0.01 USD,ERC20,Ethereum,"ETH, BTC, BCC, LTC, Fiat",1,1,1,1,0
227,1,,4,UK,"Platform,Cryptocurrency",2.8,,"Saturday, 13 May, 2017","Saturday, 15 April, 2017",ETB,76.92 ETB = 1 ETH,,Ethereum,ETH,0,0,1,1,2
228,1,40000000,24,Russia,"Platform,Business services",4.3,0.8,"Friday, 17 November, 2017","Monday, 2 October, 2017",B2BX,1 B2BX = 0.63 EUR,,Ethereum,"BTC, BCC, ETH, LTC, DASH, XMR",0,1,1,1,2
229,0,200000000,6,Russia,"Platform,Entertainment,Art",2,0.5,"Wednesday, 22 November, 2017","Wednesday, 1 November, 2017",SNE,1 SNE = 0.001 ETH,,Ethereum,ETH,0,1,1,0,0
230,1,7000000,10,Switzerland,Tourism,3.4,0.7,"Thursday, 15 February, 2018","Thursday, 1 February, 2018",Lif,1 ETH = 900 LIF,,Ethereum,ETH,0,1,1,1,2
231,1,,11,USA,Business services,2.4,,"Monday, 9 October, 2017","Monday, 28 August, 2017",WOLK,,ERC20,Ethereum,ETH,0,0,1,1,0
232,0,0,7,Russian,Cryptocurrency,2.4,0.87,"Monday, 30 April, 2018","Monday, 19 March, 2018",GNM,1 GNM = 0.0055 ETH,ERC20,Ethereum,ETH,1,1,1,0,0
233,0,0,6,Taiwan,Platform,2,,"Sunday, 7 January, 2018","Tuesday, 5 December, 2017",LINE,1 ETH = 625 LINE,ERC20,Ethereum,"ETH, BTC",0,1,1,0,0
234,1,,20,Estonia,"Entertainment,Media,Sports,Cryptocurrency,Investment,Platform",4.2,0.4,"Thursday, 31 May, 2018","Tuesday, 17 April, 2018",FLUX COIN,1 FLUX = 0.5 USD,ERC20,Ethereum,"ETH, BTC, LTC, Various, Fiat",1,1,1,1,1
235,0,141,18,Belarus,"Infrastructure,Cryptocurrency,Big Data,Platform,Smart Contract,Software",3.5,0.76,"Sunday, 10 June, 2018","Monday, 16 April, 2018",eMTV,1 eMTV = 1 USD,ERC20,Ethereum,"ETH, BTC, LTC, DASH, ETC",1,1,1,1,0
236,0,50000000,2,USA,"Business services,Platform,Cryptocurrency",2.1,0.5,"Tuesday, 31 October, 2017","Friday, 15 September, 2017",BCOIN,1 BCOIN = 0.007 ETH,ERC20,Ethereum,"BTC, ETH, DASH, LTC, XMR, XRP, ZEC, Fiat",0,1,1,1,1
237,1,,12,Argentina,Entertainment,3.6,0.4,"Tuesday, 8 August, 2017","Tuesday, 8 August, 2017",MANA,1000 MANA = 1 LAND,ERC20,Ethereum,"ETH, BTC, Various",0,1,1,1,3
238,1,,3,Italy,Entertainment,1,,"Wednesday, 1 November, 2017","Tuesday, 18 July, 2017",MIV,,,,BTC,1,0,0,1,0
239,0,1500000000,6,UK,"Business services,Cryptocurrency,Internet,Media,Platform,Retail",1.9,0.75,"Sunday, 15 April, 2018","Thursday, 15 March, 2018",ADO,1 ADO = 0.05 USD,ERC20,Ethereum,ETH,1,1,1,0,0
240,0,0,3,Russia,Manufacturing,1.8,,"Thursday, 23 November, 2017","Thursday, 26 October, 2017",ICS,1 ETH = 0.9 ICS,,,ETH,0,0,1,0,0
241,1,904000000,19,Slovenia,"Investment,Business services,Banking,Artificial Intelligence,Platform",3.6,0.6,"Tuesday, 15 May, 2018","Tuesday, 8 May, 2018",MRP,1 MRP = 0.05 EUR,ERC20,Ethereum,ETH,1,1,1,1,0
242,0,0,7,Singapore,"Platform,Business services,Entertainment,Software",1.7,,"Friday, 22 September, 2017","Friday, 8 September, 2017",T8Coin,,,,,0,0,1,1,0
243,1,9325000,5,USA,Cryptocurrency,2.9,0.79,"Friday, 20 April, 2018","Thursday, 15 March, 2018",A18,1 A18 = 0.40 USD,ERC20,Ethereum,ETH,0,1,1,1,0
244,1,80000000,5,Malta,"Casino & Gambling,Entertainment",3,0.53,"Friday, 20 October, 2017","Saturday, 16 September, 2017",GIM,700 GIM = 1 ETH,ERC20,Ethereum,ETH,0,0,1,1,0
245,1,160000000,17,USA,Entertainment,3.5,0.64,"Tuesday, 8 May, 2018","Thursday, 1 March, 2018",KCY,10 KCY = 1 USD,,Ethereum,"BTC, ETH",0,1,1,1,0
246,1,66666666,19,Estonia,"Software,Platform",3.8,,"Saturday, 27 January, 2018","Wednesday, 29 November, 2017",DES,1 DES = 0.001 ETH,ERC20,Ethereum,ETH,0,1,1,1,0
247,1,200000000,9,Argentina,"Platform,Entertainment,Media",3.5,0.22,"Friday, 24 November, 2017","Tuesday, 24 October, 2017",Flixx,1 ETH = 4000 Flixx,,Ethereum,ETH,1,1,1,1,3
248,0,18000000,13,Ukraine,"Cryptocurrency,Platform,Investment,Business services",1.8,0.88,"Monday, 8 January, 2018","Monday, 18 December, 2017",CDR,1 CDR = 1 USD,,Ethereum,ETH,1,1,0,1,0
249,1,3000000000,37,Singapore,"Other,Investment,Internet,Infrastructure,Cryptocurrency,Business services,Banking,Platform,Smart Contract,Tourism",4.3,0.1,"Thursday, 15 March, 2018","Monday, 5 February, 2018",XDCE,"1 ETH = 133,000 XDCE",ERC20,Ethereum,ETH,1,1,1,1,0
250,1,1000000000,16,Russia,"Platform,Communication",3.8,,"Friday, 29 December, 2017","Wednesday, 29 November, 2017",NAU,1 NAU = 0.04-0.06 USD,ERC20,Ethereum,"ETH, BTC, LTC",1,1,1,1,0
251,1,325000000,13,USA,"Platform,Banking",4.1,0.5,"Friday, 23 March, 2018","Friday, 16 March, 2018",CEL,1 CEL = 0.30 USD,ERC20,Ethereum,"ETH, BTC, USD",1,1,1,1,3
252,1,,6,Israel,"Platform,Software",3.4,,"Monday, 12 June, 2017","Monday, 12 June, 2017",BNT,,,Ethereum,ETH,0,0,1,1,0
253,1,342000000,19,Singapore,"Internet,Platform,Electronics,Media,Communication,Infrastructure,Software",3.7,0.33,"Friday, 18 May, 2018","Wednesday, 18 April, 2018",WT,1 WT = 0.1 USD,ERC223,Ethereum,ETH,1,1,1,1,0
254,1,350,2,Estonia,"Platform,Cryptocurrency,Business services,Infrastructure",3.4,0.66,"Thursday, 19 April, 2018","Monday, 20 November, 2017",ZIG,1 ETH = 2400 ZIG,ERC20,Ethereum,ETH,0,1,1,1,0
